ID,plane,src,dest,flightnr,callsign,start,endTime
43143,36814,ICN,HAN,KE361,KAL361,1666215693,1666215693
43144,36816,,,JD5002,CBJ5002,1666215691,1666216078
43145,759,CAN,KWI,KU920,KAC920,1666215692,1666216084
43146,2394,SZX,BLR,5X9,UPS9,1666215693
43147,22239,HKG,DWC,EK9833,UAE9833,1666215691,1666216086
43148,24137,CAN,DEL,FX5279,FDX5279,1666215693,1670879495
43149,14383,BKK,ICN,TW102,TWB102,1666215690,1670879494
43150,21365,HKG,BLR,D0728,DHX728,1666215691,1666216084
43151,34456,CAN,CRK,FX5158,FDX5158,1666215693,1670879494
43152,36817,SZX,SIN,2Y2211,MYU2211,1666215689,1670876870
43153,14720,CAN,TPE,BR6358,EVA6358,1666215693,1666216084
43154,4331,CAN,DXB,FX6003,FDX6003,1666215691,1666216082
43155,35046,SZX,MNL,GI4355,LHA4355,1666215691,1666216084
43156,661,HKG,DXB,3S513,BOX513,1666215693,1670929780
43157,4128,HKG,BAH,ES722,DHX722A,1666215683,1666216085
43158,21357,HKG,SIN,3S539,BOX539,1666215693,1670879440
43159,36818,JJN,SZX,O37678,CSS7678,1666215691,1666216082
43160,8588,BKK,ICN,XJ700,TAX700,1666215689,1666216086
43161,36819,SZX,,O37315,CSS7315,1666215691,1666215691
43162,26727,TPE,CAN,Y87912,YZR7912,1666215690,1670879494
43163,36820,SZX,WUX,O37329,CSS7329,1666215691,1666216085
43164,15688,SGN,ICN,VJ862,VJC862,1666215691,1670879492
43165,27635,CAN,SYD,CZ5013,CSN5013,1666215690,1670879490
43166,31574,HGH,SZX,O36977,CSS6977,1666215694,1666216085
43167,9621,DAD,PUS,VJ992,VJC992,1666215691,1670879494
43168,36822,CXR,PUS,VJ990,VJC990,1666215693,1670879494
43169,2636,CXR,ICN,VJ836,VJC836,1666215691,1666215691
43170,2808,HNL,SYD,QF104,QFA104,1666215686,1670925361
43171,2147,MEL,CNS,VA1291,VOZ1291,1666215690,1666216085
43172,36823,CTL,WTB,FD445,FD445,1666215691,1666216087
43173,2225,KRT,CAI,NP176,NIA176,1666215686,1666216083
43174,36824,BNE,TQP,QQ8860,UTY8860,1666215691,1666215691
43175,8680,CAI,NBO,MS849,MSR849,1666215686,1666216083
43176,13498,BNE,ISA,QF1076,QFA1076,1666215692,1666215692
43177,17734,ADD,DUB,ET574,ETH574,1666215685
43178,1537,TSV,MEL,QF1987,QFA1987,1666215692,1666216084
43179,10016,CNS,MEL,JQ939,JST939,1666215691,1666216086
43180,14045,BNE,DRW,QF828,QFA828,1666215691,1666215691
43181,36826,BNE,EMD,QF2402,QLK402D,1666215691,1666216084
43182,6329,BNE,AYQ,JQ667,JST667,1666215691,1666216084
43183,36829,RMA,,FD438,FD438,1666215691,1666216083
43184,36830,BNE,RMA,ZL5716,RXA5716,1666215692,1666216083
43185,2142,MKY,BNE,QF983,QFA983,1666215693,1666216083
43186,26581,MKY,BNE,QF7423,QFA7423,1666215688,1666216083
43187,15300,CNS,BNE,JQ929,JST929,1666215691,1666216084
43188,1612,BNE,DPS,JQ57,JST057,1666215692,1666216084
43189,25764,BNE,MEL,JQ563,JST563,1666215693,1666216085
43190,1590,BNE,MOV,QF2452,QLK452D,1666215691,1666216084
43191,6246,ADL,BNE,VA1385,VOZ1385,1666215691,1670876872
43192,2141,CNS,BNE,VA770,VOZ770,1666215691,1666216084
43193,1598,BNE,SYD,QF509,QFA509,1666215692,1666216085
43194,23219,OOL,SYD,JQ403,JST403,1666215690,1666216085
43195,1532,BNE,MEL,QF611,QFA611,1666215691,1666216083
43196,1110,CNS,BNE,QF707,QFA707,1666215691,1666216085
43197,36833,TSV,BNE,VA362,VOZ362,1666215692,1666216083
43198,36834,GLT,BNE,QF2337,QLK337D,1666215692,1666216084
43199,8636,MKY,BNE,VA600,VOZ600,1666215691,1666216082
43200,25721,ROK,BNE,VA1230,VOZ1230,1666215692,1666216085
43201,36837,MCY,,R8667,R8667,1666215689,1666216084
43202,1553,CBR,BNE,QF1730,QJE1730,1666215693,1666215693
43203,1107,CBR,BNE,VA1209,VOZ1209,1666215691,1666216084
43204,7070,TSV,BNE,QF751,QFA751,1666215692,1666215692
43205,36839,BNE,MOV,QQ8460,UTY8460,1666215628,1666216083
43206,2146,BNE,MEL,VA314,VOZ314,1666215688,1666216079
43207,25763,BNE,SYD,VA920,VOZ920,1666215680,1666216084
43208,13426,MEL,BNE,JQ560,JST560,1666215636,1670879493
43209,1130,SYD,BNE,VA913,VOZ913,1666215692,1670879493
43210,31559,OOL,ZQN,JQ193,JST193,1666215693,1666216084
43211,10493,SYD,OOL,VA505,VOZ505,1666215693,1670879495
43212,8630,NTL,BNE,QF2420,QLK420D,1666215693,1670876873
43213,22976,OOL,AKL,JQ131,JST131,1666215692,1666216084
43214,25530,LIH,OAK,WN2722,SWA2722,1666215676,1666216083
43215,27486,OGG,SJC,HA46,HAL46,1666215694,1666216079
43216,29827,KOA,OAK,WN1544,SWA1544,1666215686,1670876871
43217,20500,LAX,KOA,AA59,AAL59,1666215690,1670879488
43218,36847,IAH,HNL,UA253,UAL253,1666215694,1670879488
43219,36848,HNL,SNA,EDG67,EDG67,1666215686,1666216083
43220,26910,LAS,KOA,WN711,SWA711,1666215686,1666216083
43221,36849,HNL,TUS,HA8990,HAL8990,1666215686,1666215686
43222,36850,HNL,MEL,JQ2,JST2,1666215690,1666216087
43223,27304,SXM,CDG,AF499,AFR499,1666215686,1670880099
43224,6830,AYT,SVO,WZ5082,RWZ5082,1666215691,1666215691
43225,8003,AYT,VKO,ZF8876,AZV8876,1666215693,1666215693
43226,66,AER,DYU,U62661,SVR2661,1666215691,1666215691
43227,22704,MRV,UFA,A4549,AZO549,1666215691,1666215691
43228,8075,IST,ALA,KC912,KZR912,1666215691,1666215691
43229,36851,SVO,IKA,W599,IRM099,1666215692,1666215692
43230,36852,EVN,SVX,SU6938,SDM6938,1666215692,1666215692
43231,35147,REN,MRV,EO814,KAR814,1666215691,1666215691
43232,2093,RZE,HKG,5Y8254,GTI8254,1666215691,1666215691
43233,22344,SVX,AYT,2S1714,STW1714,1666215690,1666215690
43234,7457,VKO,SVX,DP403,PBD403,1666215686,1666215686
43235,36854,OMS,,SU7031,AFL7031,1666215691,1666216086
43236,71,BHK,VKO,UT808,UTA808,1666215688,1666215688
43237,23162,BAX,,VI8640,VDA8640,1666215691,1666216086
43238,1307,SVO,KEJ,SU1450,AFL1450,1666215691,1670879491
43239,25671,DME,BAX,U6651,SVR651,1666215691,1666216083
43240,26682,AMS,,MU7384,CES7384,1666215693,1666216084
43241,745,LOS,DOH,QR1406,QTR1U,1666215690,1666216085
43242,3622,CPT,FRA,DE2291,CFG2291,1666215691,1666216085
43243,27593,ADD,KAN,ET3941,ETH3941,1666215694,1666216079
43244,11874,SAW,TZX,PC2830,PGT13Z,1666215693,1666216086
43245,8053,ESB,GZT,TK7120,THY5PG,1666215694,1666216031
43246,16747,MJI,,MA102,EAU102,1666215690,1666216086
43247,9479,SAW,GYD,PC854,PGT854,1666215693,1666216084
43248,10032,SAW,OGU,TK7334,THY7AQ,1666215691,1666216076
43249,15674,IST,GZT,TK2234,THY4DG,1666215692,1666216086
43250,1279,BEY,IKA,IR660,IRA660,1666215692,1666216085
43251,761,ESB,EZS,TK7054,THY2RZ,1666215690,1666216075
43252,85,ESB,OGU,TK7138,THY98R,1666215689,1666216051
43253,15056,SAW,ERC,TK7228,THY4UH,1666215691,1666216085
43254,787,IST,IKA,QB2214,QSM2214,1666215692,1666216079
43255,5711,FRA,MLE,DE2320,CFG2320,1666215692,1670876154
43256,25995,SAW,EBL,PC816,PGT816,1666215686,1666216083
43257,31644,IST,GYD,J278,AHY078,1666215691,1666216086
43258,36856,LGG,NQZ,X74281,CHG4281,1666215691,1666216086
43259,535,SAW,FRU,PC702,PGT702,1666215692,1666216086
43260,24140,BAH,LEJ,D0555,DHK555,1666215686,1666216083
43261,31455,IST,WUH,CZ8022,CSN8022,1666215691,1666216085
43262,24718,AYT,EBL,PC1830,PGT1830,1666215686,1666215975
43263,12207,SAW,IKA,PC512,PGT512,1666215686,1666216083
43264,7993,SAW,TBS,TK7722,THY2LH,1666215690,1666216084
43265,3064,IKA,ADB,B99740,IRB9740,1666215692,1666216085
43266,830,EBL,DAM,6Q522,SAW522,1666215692,1670876869
43267,7289,IKA,IST,TK873,THY8YC,1666215686,1666216079
43268,6440,EVN,VKO,UT786,UTA786,1666215691,1666216081
43269,22819,AMS,GYD,7L4212,AZG4212,1666215693,1670876869
43270,259,TBS,TLV,6H892,ISR892,1666215693,1666216085
43271,36860,CDG,TBS,GEL806,GEL806,1666215690,1666216085
43272,17253,IST,GYD,7L1404,AZG1404,1666215691,1666216085
43273,2257,IST,KRW,T5922,TUA922,1666215691,1666215691
43274,3036,IST,IKA,W5121,IRM121,1666215690,1666215690
43275,2016,NAN,TRW,FJ231,FJI231,1666215686,1666216083
43276,36863,AUA,,AG925,ARU925,1666215688,1666216085
43277,4988,AUA,JFK,B61858,JBU1858,1666215690,1666216086
43278,2427,AMS,AUA,KL767,KLM767,1666215693,1666216085
43279,36864,CCS,,DO711,SHH711,1666215691,1666216085
43280,17020,AUA,BON,7Z683,EZR683,1666215691,1666216084
43281,4924,PUJ,LIM,LA2451,LPE2451,1666215691,1666216085
43282,26908,CUR,SXM,4J522,JRC522,1666215691,1666216085
43283,3875,AUA,LGW,BY3,TOM003,1666215691,1666216086
43284,36865,CUR,BQN,A87120,AMF7120,1666215690,1670880097
43285,22299,AUA,BOS,B6974,JBU974,1666215691,1670880099
43286,5147,CUR,AMS,OR352,TFL352,1666215693,1666216084
43287,36866,ANU,SJU,C27109,MTN7109,1666215693,1666216086
43288,26689,EIS,ANU,JY633,IWY633,1666215692,1670876870
43289,32397,SAB,SXM,WM442,WIA442,1666215691,1670880097
43290,34961,POS,SJU,A86916,AMF6916,1666215690,1670880098
43291,17743,KEF,KTW,W61168,WZZ1168,1666215692,1666215692
43292,32791,PTP,SJU,C27112,MTN7112,1666215692,1666216084
43293,36869,ANU,MNI,5M803,VPMNT,1666215693,1666215693
43294,36870,PTP,SJU,BEZ402,BEZ402,1666215689,1666216086
43295,22244,LAX,PVG,CK224,CKK224,1666215694,1666216079
43296,17309,PTP,ORY,AF795,AFR795,1666215679,1666216086
43297,36873,BGI,SVD,JY764,IWY764,1666215691,1666216084
43298,36874,FDF,ORY,TX511,FWI11B,1666215690,1666215690
43299,3729,EWR,TLV,LY28,ELY028,1666215690,1666216087
43300,22563,YVR,YZP,AC8399,JZA399,1666215691,1666216019
43301,8631,ANC,LAX,CZ477,CSN477,1666215692,1666215692
43302,17763,,,D0806,CKS806,1666215689,1666216083
43303,24163,SEA,NRT,JL67,JAL67,1666215691,1666216083
43304,10549,,,FX5194,FDX5194,1666215693,1670876870
43305,34712,YVR,YXT,AC8441,JZA441,1666215690,1666216087
43306,36876,SGN,CAN,CZ5022,CSN5022,1666215693,1666216083
43307,996,YZT,ZMT,CBF420,CBF420,1666215690,1666216078
43308,15379,YVR,NRT,JL17,JAL17,1666215692,1670879491
43309,23241,SZX,SIN,5X167,UPS167,1666215678,1670875600
43310,26957,CGK,HKG,GA876,GIA876,1666215691,1670876874
43311,19095,YVR,YVR,AC7170,ACA7170,1666215692,1666216084
43312,24273,SZX,SYD,CZ5047,CSN5047,1666215690,1666216084
43313,36880,YVR,CTU,3U8502,CSC8502,1666215691,1666216084
43314,8421,SFO,ICN,KE24,KAL024,1666215693,1670879496
43315,36882,ORD,PVG,MU7052,CES7052,1666215690,1670876871
43316,26708,YXY,YVR,4N541,ANT541,1666215693,1666216083
43317,3196,,,AC144,AIC174,1666215693,1666216085
43318,7863,YVR,ICN,KE72,KAL072,1666215693,1670925120
43319,36884,YZF,YCK,HW142,CFWXL,1666215678,1666215678
43320,34964,YOA,YHY,SUT7053,SUT7053,1666215689,1666216084
43321,17643,YWL,YVR,9M557,CFCMO,1666215693,1666216086
43322,996,YZF,YWJ,HW126,NWL126,1666215679,1666216085
43323,26662,YXS,YVR,WS3282,WEN3282,1666215692,1666216084
43324,996,YRA,YZF,8T207,TIN207,1666215679,1666216079
43325,996,YHI,YZF,5T621,AKT621,1666215686,1666215686
43326,22381,YZF,YGH,8T502,CFCGU,1666215691,1666216086
43327,27320,,,5T601,AKT601,1666215692,1666215692
43328,26636,YWH,CXH,JBA714,CGBHJ,1666215691,1666216086
43329,36896,YXS,YYJ,8P1414,PCO1414,1666215690,1666216083
43330,14664,BHX,YVR,VJT946,VJT946,1666215690,1666216086
43331,26627,CXH,YWH,JBA715,CGHJK,1666215692,1666216086
43332,19107,YVR,YYZ,AC118,ACA118,1666215692,1666216084
43333,16783,YYJ,YVR,AC8160,JZA160,1666215692,1666216086
43334,19076,ATL,ANC,BR687,EVA687,1666215692,1666216086
43335,36898,FRD,ESD,EM7690,CFS7690,1666215691,1666216083
43336,36902,YVR,YYZ,Y9121,DAT121,1666215693,1666216084
43337,36903,YDQ,YXS,CRN999,CRN999,1666215692,1666215692
43338,36904,YVR,YXS,AC8345,JZA345,1666215647,1666215647
43339,1955,CCU,KUL,OD282,MXD282,1666215691,1666215691
43340,25142,KTM,KUL,H98901,HIM8901,1666215691,1666215691
43341,35128,YVR,YXC,WS3054,PCO3054,1666215688,1666216080
43342,22267,YVR,YKA,QK58,JZA058,1666215688,1666216083
43343,11684,TRZ,KUL,AK22,AXM22,1666215692,1670876873
43344,26984,YXE,YVR,WS689,WJA689,1666215693,1666216086
43345,15588,PVG,KUL,MH6171,MAS6171,1666215692,1666215692
43346,23145,KUL,KCH,3G3806,WCM3806,1666215692,1670879494
43347,36657,YYC,YYJ,AC8489,JZA489,1666215692,1666216086
43348,33509,YXS,YKA,9M8717,GLR8717,1666215685,1666216083
43349,16964,KUL,BKI,N7353,NEP353,1666215692,1666215692
43350,10013,YYC,YVR,AC217,ACA217,1666215692,1666216085
43351,23131,COK,SIN,SQ535,SIA535,1666215689,1670879495
43352,12864,YVR,FRA,AC846,ACA846,1666215690,1666215690
43353,36201,YVR,YZZ,8P457,PCO457,1666215683,1666215683
43354,36915,SIN,PVG,MU7486,CES7486,1666215694,1666215694
43355,24131,SIN,HKG,D0232,CKS232,1666215690,1666216051
43356,17235,HND,SIN,NH843,ANA843,1666215693,1666215693
43357,16722,SIN,ICN,TW172,TWB172,1666215693,1670879496
43358,26121,NSI,CDG,AF773,AFR773,1666215636,1666216086
43359,833,KRT,DXB,FZ632,FDB632,1666215693,1666216083
43360,3275,NBO,IST,TK6512,THY6512,1666215693,1666216082
43361,1834,JED,ADD,SV421,SVA421,1666215685,1666216083
43362,10959,VVO,OVB,S75202,SBI5202,1666215693,1666216085
43363,1491,UUS,KJA,HZ4744,SHU4744,1666215689,1666215689
43364,12855,MEE,GEA,TY108,TPC108,1666215689,1666216084
43365,27488,OGG,SMF,HA60,HAL60,1666215693,1666216085
43366,33294,OGG,SFO,AS710,ASA710,1666215688,1666216085
43367,9151,HNL,SFO,AS708,ASA708,1666215684,1666216085
43368,31483,HNL,PHX,HA36,HAL36,1666215692,1666216087
43369,36920,HNL,OAK,WN1092,SWA1092,1666215662
43370,27491,OGG,LAS,HA32,HAL32,1666215690,1666216087
43371,2134,MEB,,AM331,AM331,1666215690,1666215690
43372,1584,SYD,ADL,VA404,VOZ404,1666215690,1670879494
43373,1596,BNE,ADL,VA1384,VOZ1384,1666215691,1666216086
43374,11212,MEL,PPP,JQ832,JST832,1666215692,1666216084
43375,22662,OOL,MEL,VA726,VOZ726,1666215692,1670879493
43376,36922,ADL,MCY,JQ804,JST804,1666215690,1666216085
43377,1026,OOL,MEL,JQ433,JST433,1666215692,1666216086
43378,2545,BNE,MEL,QF609,QFA609,1666215692,1670879493
43379,12577,BHQ,SYD,ZL6853,RXA6853,1666215691,1666216086
43380,36929,DBO,BWU,FD258,FD258,1666215692,1670879493
43381,14409,BNE,ADL,QF661,QFA661,1666215693,1666216085
43382,6805,MEL,SYD,VA815,VOZ815,1666215691,1670879495
43383,36930,BNE,PER,QF933,QFA933,1666215692,1666216086
43384,8519,WGA,SYD,ZL6662,RXA6662,1666215691,1666216086
43385,36931,DBO,WGE,FD244,FD244,1666215693,1666216085
43386,22350,IST,NQZ,KC918,KZR918,1666215691,1670876868
43387,11691,SYD,AVV,JQ605,JST605,1666215692,1666215692
43388,797,MAN,ISB,R54492,JAV4492,1666215693,1666215693
43389,20429,MEL,SYD,QF414,QFA414,1666215692,1670879492
43390,1549,BNE,CBR,QF1901,QFA1901,1666215693,1670879494
43391,12859,MEL,SYD,JQ502,JST502,1666215691,1670879493
43392,36936,CBR,SYD,VA631,VOZ631,1666215693,1666216085
43393,11095,SYD,CBR,QF1427,QLK427D,1666215691,1666216083
43394,10122,ADL,SYD,JQ761,JST761,1666215691,1670879492
43395,36937,MYA,SYD,ZL6116,RXA6116,1666215691,1666216085
43396,6799,MEL,SYD,VA813,VOZ813,1666215690,1670879494
43397,36938,MQL,SYD,QF1404,QLK404,1666215693,1666216083
43398,36939,THR,MHD,TBN6258,TBN6258,1666215692,1670879492
43399,23320,AER,KJA,SU6876,SDM6876,1666215693,1670879492
43400,1548,ADL,SYD,VA401,VOZ401,1666215693,1666216085
43401,7406,NQZ,ZIA,WZ4606,RWZ4606,1666215692,1666215692
43402,15298,SYD,CNS,VA1413,VOZ1413,1666215692,1666216085
43403,8825,NQZ,IST,TK355,THY355,1666215692,1666215692
43404,2409,MEL,SYD,VA811,VOZ811,1666215690,1670879492
43405,14298,URA,NQZ,KC320,KZR320,1666215692,1666215692
43406,1547,SYD,MEL,QF423,QFA423,1666215691,1666216086
43407,12778,OOL,SYD,VA500,VOZ500,1666215691,1670879495
43408,4698,BNE,SYD,VA908,VOZ908,1666215691,1670879493
43409,1692,PVG,SYD,MU7561,CES7561,1666215691,1666216086
43410,4984,NRT,CDG,AF6725,AFR6725,1666215694,1666215694
43411,23210,SYD,GFF,QF2121,QLK121,1666215690,1670879494
43412,2240,BNE,MEL,VA308,VOZ308,1666215692,1666216086
43413,22973,BNE,SYD,QF505,QFA505,1666215690,1670879493
43414,36943,NRA,SYD,ZL6456,RXA6456,1666215691,1670879492
43415,12534,ADL,SYD,QF730,QFA730,1666215690,1670879494
43416,9675,BNE,SYD,JQ811,JST811,1666215692,1666216085
43417,1593,MCY,SYD,QF905,QFA905,1666215689,1666216083
43418,1111,SYD,MEL,VA820,VOZ820,1666215690,1666216085
43419,2139,CBR,SYD,QF1502,QJE1502,1666215693,1670879489
43420,1583,SYD,DRW,QF840,QFA840,1666215693,1666216085
43421,15012,SYD,ADL,QF733,QFA733,1666215691,1666216084
43422,17536,SYD,PER,QF643,QFA643,1666215693,1666216085
43423,8542,SYD,MEL,VA816,VOZ816,1666215690,1670879492
43424,1555,SYD,DBO,ZL6824,RXA6824,1666215692,1666216086
43425,1616,SYD,CFS,QF2104,QLK104D,1666215693,1666216086
43426,6807,MEL,BNE,QF604,QFA604,1666215691,1670879493
43427,36946,SYD,ARM,QF2020,QLK20D,1666215691,1666216085
43428,6356,MEL,BNE,VA309,VOZ309,1666215693,1670879493
43429,13491,SYD,BNE,QF508,QFA508,1666215692,1670879494
43430,1028,OOL,SYD,VA504,VOZ504,1666215691,1666216086
43431,6802,MEL,PER,QF769,QFA769,1666215691,1666216083
43432,36947,NTL,CBR,FC204,VED,1666215690,1666216086
43433,15354,ADL,MGB,QF2254,QLK254,1666215691,1666216086
43434,1554,SYD,DBO,AM277,AM277,1666215692,1666216085
43435,10574,SYD,OOL,VA509,VOZ509,1666215690,1670879493
43436,2140,MEL,PER,VA677,VOZ677,1666215693,1670879494
43437,36948,NTL,BNE,QF1776,QJE1776,1666215692,1666216085
43438,10333,MEL,OOL,VA729,VOZ729,1666215692,1670879493
43439,2135,SYD,BNE,VA917,VOZ917,1666215692,1670879481
43440,36950,MEB,KNS,SH922,SH922,1666215691,1670879495
43441,12671,NTL,BNE,VA1101,VOZ1101,1666215693,1670879494
43442,22217,PTY,GYE,CM468,CMP468,1666215691,1670879488
43443,16624,PTY,GYE,CM378,CMP378,1666215691,1666216086
43444,16898,LET,BOG,LA4043,ARE4043,1666215692,1666216084
43445,8481,UIO,MIA,QT4030,TPA4030,1666215691,1666216084
43446,22937,BOG,EZE,AV217,AVA217,1666215690,1666215690
43447,16626,PTY,SCL,CM497,CMP497,1666215690,1666216087
43448,16639,PTY,VVI,CM127,CMP127,1666215692,1670879495
43449,12375,PTY,GRU,CM800,CMP800,1666215690,1670879495
43450,2480,PTY,SCL,CM111,CMP111,1666215691,1670879493
43451,23180,PTY,ROS,CM805,CMP805,1666215691,1670879495
43452,2587,PTY,CNF,CM765,CMP765,1666215692,1670879495
43453,16655,PTY,POA,CM821,CMP821,1666215693,1670876875
43454,16642,PTY,UIO,CM159,CMP159,1666215690,1670879493
43455,22195,PTY,BOG,CM411,CMP411,1666215693,1670879495
43456,33161,HGH,TAO,O37170,CSS7170,1666215690,1666215690
43457,6238,PTY,ASU,CM207,CMP207,1666215692,1670879493
43458,4340,PTY,GRU,CM725,CMP725,1666215693,1670879495
43459,36955,HGH,SWA,O37096,CSS7096,1666215688,1666215688
43460,2901,PTY,MVD,CM283,CMP283,1666215692,1670876875
43461,36956,MXP,PVG,MU7044,CES7044,1666215690,1666216083
43462,10663,PTY,EZE,CM279,CMP279,1666215692,1670876875
43463,35266,HGH,CGQ,O37688,CSS7688,1666215691,1666216083
43464,6748,SCL,MIA,UC1608,LCO1608,1666215692,1666216085
43465,36957,SZX,KIX,5X127,UPS127,1666215690,1670879494
43466,36958,PTY,COR,CM101,CMP101,1666215692,1670879493
43467,31277,HGH,HRB,O37022,CSS7022,1666215691,1666216079
43468,3288,BOG,UIO,AV8373,GLG8373,1666215690,1666216083
43469,36959,XIY,PVG,O37013,CSS7013,1666215688,1666215688
43470,16602,LET,BOG,VH5554,VVC5554,1666215691,1666216083
43471,26667,PVG,ICN,KE316,KAL316,1666215690,1670879492
43472,4344,BOG,GRU,AV185,AVA185,1666215691,1666216085
43473,34960,BOG,ADZ,LA4260,ARE4260,1666215691,1666216085
43474,23272,CAN,KIX,FX6028,FDX6028,1666215690,1670879494
43475,22197,BOG,SMR,LA4148,ARE4148,1666215691,1666216086
43476,1431,CAN,NRT,NH8490,ANA8490,1666215691,1670879493
43477,22653,PTY,BOG,CM413,CMP413,1666215692,1670879492
43478,2893,DXB,,KE9922,KAL9922,1666215678,1666216083
43479,32784,MIA,BOG,L71811,LAE1811,1666215691,1666216083
43480,2807,ICN,PVG,5Y8675,GTI8675,1666215679,1666216079
43481,36961,CLO,PSO,VE6990,EFY6990,1666215691,1666216083
43482,26595,BOG,MTR,AV8508,AVA8508,1666215691,1666216086
43483,22933,BOG,MDE,AV9324,AVA9324,1666215693,1666216083
43484,15334,CLO,BOG,AV9202,AVA9202,1666215691,1666216086
43485,8429,DAD,ICN,LJ60,JNA060,1666215690,1666216087
43486,22658,MDE,BOG,U05112,ULS5112,1666215691,1666216083
43487,8412,CXR,ICN,RS528,ASV528,1666215690,1670879493
43488,17299,MVP,VVC,9R8747,NSE8747,1666215692,1666216085
43489,8431,DAD,ICN,7C2904,JJA2904,1666215690,1670879495
43490,16902,BOG,MZL,VE7838,EFY7838,1666215693,1666216083
43491,26606,PTX,BOG,9R8903,NSE8903,1666215693,1666216084
43492,36962,ICN,TPE,OZ7139,AAR7139,1666215693,1670879495
43493,16916,BOG,EJA,VE6984,EFY6984,1666215691,1666216083
43494,22665,AXM,EOH,VE7805,EFY7805,1666215691,1666216086
43495,16650,EOH,MZL,VE7810,EFY7810,1666215691,1666216085
43496,13401,CJU,GMP,OZ8900,AAR8900,1666215693,1666216083
43497,16932,MDE,BOG,LA4023,ARE4023,1666215691,1666216085
43498,924,CJU,GMP,OZ8902,AAR8902,1666215693,1666216083
43499,15335,CLO,MDE,LA4354,ARE4354,1666215691,1666216085
43500,8439,GMP,CJU,RS901,ASV901,1666215691,1666216084
43501,22236,ADZ,BOG,LA4259,ARE4259,1666215691,1666216073
43502,23039,GMP,CJU,OZ8901,AAR8901,1666215693,1670879451
43503,16931,BOG,IBE,AV4849,AVA4849,1666215693,1666216082
43504,22219,BOG,BGA,AV9476,AVA9476,1666215691,1670879493
43505,10512,VTE,ICN,BX7685,ABL7685,1666215693,1666215693
43506,32787,EOH,PEI,VE9058,EFY9058,1666215693,1666215693
43507,36966,CLO,TCO,VE7798,EFY7798,1666215692,1666216086
43508,7061,KIX,HGH,YG9134,HYT9134,1666215692,1666216085
43509,13350,ANC,TPE,CI5233,CAL5233,1666215691,1666216086
43510,12303,KKJ,,7G9201,SFJ9201,1666215691,1666216085
43511,16903,BOG,CLO,LA4075,ARE4075,1666215692,1666216086
43512,15719,BOG,MEX,AM762,AMX762,1666215676,1666216083
43513,36968,BOG,BAQ,AV9528,AVA9528,1666215692,1666216086
43514,36969,PEI,BOG,LA4213,ARE4213,1666215693,1666216071
43515,16607,BOG,PEI,AV9417,AVA9417,1666215651,1666215651
43516,2902,BOG,SCL,AV241,AVA241,1666215690,1666215690
43517,22194,BOG,CLO,AV9207,AVA9207,1666215692,1666216079
43518,16610,CLO,ADZ,U05390,ULS5390,1666215689,1666216086
43519,21341,FIH,BRU,SN358,BEL358,1666215682,1666216083
43520,26612,CLO,CTG,AV9254,AVA9254,1666215693,1666216086
43521,36972,CLO,BOG,AV9820,AVA9820,1666215654,1666215654
43522,17543,CLO,BOG,LA4070,ARE4070,1666215658,1666215658
43523,2425,JNB,ZRH,LX283,SWR283,1666215690,1666215690
43524,1856,MDE,BOG,AV9311,AVA9311,1666215683,1666215683
43525,36974,SGC,TLK,UT431,UTA431,1666215691,1666216084
43526,14364,PTP,ORY,TX541,FWI41D,1666215690,1666215690
43527,36975,FDF,ORY,AF841,AFR841,1666215686,1666215686
43528,20428,CGN,IND,FX97,FDX97,1666215686,1670879493
43529,5307,JFK,LGG,X7532,CHG532,1666215692,1666215692
43530,21332,ATL,HNL,DL1264,DAL1264,1666215690,1666215690
43531,26114,TLV,DXB,FZ1628,FDB1628,1666215688,1666215688
43532,1288,DAM,BGW,IF904,FBA904,1666215693,1666215693
43533,10486,BSR,,IA4315,IAW4315,1666215693,1666215693
43534,1249,DAM,IKA,6Q561,SAW561,1666215693,1666215693
43535,1212,IST,BGW,IF222,FBA222,1666215693,1670876864
43536,21299,SEA,PPT,TN51,THT51,1666215690,1666215690
43537,3002,DOH,DAM,RB522,SYR522,1666215692,1666215692
43538,22548,VIE,MLE,OS45,AUA45,1666215693,1666215693
43539,36979,BRU,DWC,KF9188,ABB9188,1666215691,1666215691
43540,36980,YYC,HZP,5T1722,AKT1722,1666215693,1666215693
43541,12524,YVR,CDG,AF379,AFR379,1666215693,1666215693
43542,16862,YZF,YYC,SUT8053,SUT8053,1666215692,1666215692
43543,15037,SEA,CDG,DL80,DAL80,1666215692,1666215692
43544,26934,YMM,YZH,CWA921,CWA921,1666215692,1670928370
43545,36981,YMM,YPE,NLI239,N,1666215692,1666215692
43546,36982,YMM,YEG,9M9476,GLR9476,1666215681,1666215681
43547,10893,AMS,ORD,ZT141,AWC141,1666215690
43548,36983,YEG,YQU,WS3485,WEN3485,1666215692,1666215692
43549,29142,YZF,YYC,WS3358,WEN3358,1666215692,1666215692
43550,15978,ZAZ,JFK,L72513,LAE2513,1666215694,1666215694
43551,36985,YOJ,YEG,CWA925,CWA925,1666215692,1666215692
43552,15725,YYC,YQU,AC8405,JZA405,1666215693,1666215693
43553,15805,LUX,ATL,CV8623,CLX46R,1666215686,1666216083
43554,36989,YYC,YMM,AC8424,JZA424,1666215692,1666215692
43555,1972,SIN,WUH,TR120,TGW120,1666215690,1666215690
43556,5046,PER,HKG,CX170,CPA170,1666215694,1670879492
